reviewID,employerID,userID,gender,birthYear,highestEducation,metroID,metroName,stateID,stateName,countryID,jobTitleID,JobTitle,GOC,GOCconfidence,MGOC,MGOCconfidence,reviewDateTime,isCurrentJobFlag,jobEndingYear,OverallRating,CareerOpps,CompensationBenefits,SeniorLeadership,Worklife,CultureValues,RecommendFriend,BusinessOutlook,CEO,employerName,stockTicker,employerTypeCode,numberEmployees,annualRevenue,industry,sector,pros,cons,feedback
1336582,11891,859057,,,,761,San Jose,2280,CA,1,0,,,,,,2012-02-13 13:32:00.527,1,,5.0,4.5,5.0,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Excellent co-workers and leadership. Culture of freedom and responsibility is taken seriously and results in an productive and mature working environment.,The culture leads to a necessity to communicate. Folks who do not want to communicate honestly will falter. It also critical to take initiative. Those with a lack of initiative will struggle.,Continue to reward results and creativity. The culture works by having the right people at the company. Keep it up!
1396898,11891,1904850,,,,700,Portland,3163,OR,1,60235,Customer Service Representative II,customer service representative,1.0,customer service,1.0,2012-03-18 10:58:13.79,1,,2.0,2.0,3.5,2.0,1.0,,NO,,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Great pay, good benefits and an annual bonus package to pay for benefits with the option to pocket what you do not use. Decent hourly rate of pay for the industry.","Schedule changes based purely on performance with no regard to personal needs, including family or school schedules. Court ordered child visitation is also not recognized. When this was brought to management during the last shift bid it was made clear that there were no personal accommodations being made everything was purely performance based. No annual reviews and or raises. No vacation pay, if you are able to get time off approved you are expected to cover it out of pocket. When ill management will use various tactics to make you feel guilty about not coming in to work.","Treat all of your employees equally. There are currently 2 internal sites, one runs using the original Netflix values, the other is run like a typical turn and burn call center. Allowing some flexibility in schedules puts less stress on your employees, also vacation pay and allowing time off would help reduce the amount of turnover that happens and would also keep employees happier and more productive. This would also reduce the cost of having to train more employees. Also taking feedback from your employees about conditions would also improve morale by making your employees heard."
1401869,11891,2237746,FEMALE,,,700,Portland,3163,OR,1,60210,Customer Service Representative,customer service representative,1.0,customer service,1.0,2012-03-20 23:20:36.563,1,,4.0,3.0,4.5,4.0,3.5,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Two-week intensive training, $10,000 per year allotment for health insurance or as taxable income, 401(k) Matching up to 3%,  FREE 8 DVD at-a-time plan + Watch Instantly plan, Awesome lunchroom amenities [free popcorn, apples, bananas, Macaroni & Cheese and Cup-o-Noodles]. Plus, Workforce Management contracts with local food vendor trucks for availability during peak lunch hours. Availability of 4-10 hour shifts. Comfortable and fun work atmosphere, never a dull moment.","Customers. Talking with customers day in, day out can be rough on moral [but that is the job, right?!]  Just remember, ""it's just movies, they aren't mad at you."" That was a piece of advice that I was given and I remember it anytime a customer was rough with me.","Do not be so quick to judge the abilities of a representative based on a few days or even a few rough weeks. The job is not easy but with your help, it can be. ""It's just movies."""
1420695,11891,2311477,,,,700,Portland,3163,OR,1,60210,Customer Service Representative,customer service representative,1.0,customer service,1.0,2012-04-01 17:01:45.717,0,2012.0,2.0,2.0,2.5,3.0,1.0,,NO,,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Free account! Streaming and eight DVDs at a time.,"They hired on hundreds as temps and told all of us we would be ""converted"" and receiving health benefits within three months, or be fired for poor performance.  Well, that never happened.  We were all strung along, some of us were fired, but by the time six months came along only 30 of the remaining 250 temp employees were given health insurance.  they kept telling us, ""maybe next month.""  When I finally quit and told them why, I was told that they were using benefits as a performance motivator, and they extended the conversion time frame to a year.  I told them that health insurance is something that GOOD employers give their employers, not a performance motivator, and that they needed to find a better way to motivate their employees.  Disgusting.","Give your employees some respect.  Give them health insurance, and offer the cash bonus as a quarterly incentive if they triple crown."
1440500,11891,2433410,MALE,1971.0,BACHELORS,761,San Jose,2280,CA,1,0,,,,,,2012-04-12 06:55:41.393,0,2012.0,4.0,3.5,4.5,4.0,4.5,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Working with talented people and visibility into company strategy and direction,Pressure to work long hours,
1456818,11891,2506327,,,,700,Portland,3163,OR,1,126998,CSR-1,inventory specialist,0.912999987602234,inventory specialist,0.912999987602234,2012-04-20 08:58:48.59,0,2012.0,1.0,1.0,2.0,1.0,1.0,,NO,,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Decent pay for the work if you get converted, free coffee, free fruit. Good health plan if you get converted, and the other reps I worked with were great.","IF... I was there for 7 months, my stats were in the top 10% of the center, and twice I was told they will convert me next time. The management is really messing up. At the time I left there were 525 reps, and of that more then 200 were temps. The real reason they are not converting anyone right now is because they are cutting costs where they can. This company treats employees like cattle. There is no Growth potential, they do hire all supervisors from the outside. Id say more but there is another review that sums it all up for me.",
1464144,11891,2267865,MALE,1978.0,HIGH_SCHOOL,700,Portland,3163,OR,1,202994,Customer Service Supervisor II,customer service manager,1.0,customer service,1.0,2012-04-24 15:22:14.317,0,2011.0,1.0,1.5,3.0,1.0,1.5,,NO,,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Great compensation, the front line agents are mostly very intelligent","I never saw my manager, heck he didn't even know I had started work until I was there for 2 weeks.","Speak to you employees, at least meet them"
1466173,11891,1569295,,,,700,Portland,3163,OR,1,0,,,,,,2012-04-25 10:21:10.56,0,2011.0,1.0,1.0,4.0,1.0,2.0,,NO,,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Good pay and good benefits.,Too much stress and degrading. I never felt so disrespected in my life.,"Get off your high horse and remember you are dealing with people, not your subjects!"
1495825,11891,1362428,,,,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2012-05-08 01:04:45.737,0,2012.0,1.0,1.0,1.0,1.0,1.0,,NO,,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"You get paid 15% above market rate.
I was making 165k in my last company (150k base + 15-20% bonus) in a stress free environment
and then one fine day i found an opening at netflix which suited my profile.
applied , gave the interview and they offered my 180k total.
like a fool i jumped onboard.
lost my job after 9 months and now back in the market.
and yes those 9 months were no less than delivering a baby.","just after joining i realized that the guy sitting right next to me was fired few weeks ago.
as i spent more time i realized most of the people around me were no more than an yr old.
the work was too much but i thought they are paying me more so i worked hard at it.
turns out i had 2 slight disagreements with a member in another team and bammm .....i was  gone....

the company has a very simple philosophy....if things are not 100% perfect ...fire and hire ......rinse and repeat........

dont make the mistake i made....dont leave your stress free environment for 10-15k etc because you going to end up being fired the moment your performance falls below 100%","reed  thinks he is doing a great job..... i wonder does he ever read the reviews here on glassdoor.
the only problem is these reviews are flooded by CS so hard to read the real software engg reviews....."
1513281,11891,2865134,MALE,1963.0,BACHELORS,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2012-05-15 09:54:01.823,0,2010.0,5.0,4.0,5.0,5.0,5.0,,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"The company has a really good philosophy about not imposing burdensome processes and rules. It also treats people as adults and assumes everyone knows the best way to get their job done. They are very good at communicating the current thinking of upper management and the current plan and focus, and how they see the future. Compensation is very good.",There can be a high turnover. People are let go frequently. Can be a bit intense.,
1547709,11891,1401610,,,,700,Portland,3163,OR,1,45836,Csr1,,0.0,,0.0,2012-05-31 13:16:58.153,0,2011.0,4.0,3.0,4.0,3.0,4.0,4.0,YES,Same,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Good pay for the work
Laid back environment with lax dress code
great employee benefits
free/cheap food in the breakroom","When something changes, employees find out when the customers do. 
Mass layoffs when call volume decreases. 
I've heard they don't do re-hires.","Give your employees heads up on major company changes so they can be properly prepared/trained to deal with those calls.
Also, don't lay off good employees the week they are supposed to be converted. It gets their hopes up and I felt kinda blindsided because I was continually getting positive feedback and was told my conversion was pretty much locked in."
1583253,11891,1445627,,,,678,Phoenix,483,AZ,1,46912,Operations Manager,operations manager,1.0,,0.0,2012-06-10 20:37:22.647,0,2010.0,5.0,4.0,5.0,4.0,4.0,4.0,YES,Same,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Awesome pay and great benefits,"Long hours, very early mornings",Keep up the good work.
1587503,11891,2877778,MALE,1960.0,BACHELORS,761,San Jose,2280,CA,1,54687,Director of Engineering,engineering manager,1.0,engineer,1.0,2012-06-11 11:56:47.433,1,,5.0,4.0,5.0,5.0,4.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Leading edge technology, not afraid to do things differently if it makes sense, agile and low process overhead for getting things done. Clear focus on a simple business model, with clear responsibilities and freedom on how to deliver.","You have to be comfortable with rapid change, ambiguity and have enough self confidence to cope with the culture. It's not a place for people who like to know what the rules are and follow them.",
1632513,11891,2569177,FEMALE,1976.0,HIGH_SCHOOL,700,Portland,3163,OR,1,0,,,,,,2012-06-22 09:23:53.657,0,2012.0,3.0,1.0,4.0,1.0,4.0,1.0,NO,Worse,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Great compensation, decent hours, nice employees (below upper management).",No clear communication. The management team was not on the same page and would regularly countermand each other. Need for better process to clearly define the work requirements.,Get on the same page.
1878011,11891,2143072,MALE,1960.0,PHD,761,San Jose,2280,CA,1,0,,,,,,2012-08-23 10:04:15.593,1,,5.0,5.0,5.0,5.0,4.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Netflix expects the best of everyone, pushes us to be as great as possible, and is extremely candid with feedback and advice to help realize that objective.","Don't expect to kick back - it's a demanding environment.  That said, it's not ell encompassing - there's room for a real life outside work too.","Focus on the future, and don't regret lessons learned from the past."
1886398,11891,931875,,,,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2012-08-26 00:42:00.0,1,,5.0,3.0,5.0,5.0,5.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"The best part about working at Netflix is the people.  I've worked at both Microsoft and Amazon before coming to Netflix, and the people at Netflix are of a higher quality.  Each person seems to be very good at what they do, and I feel like I can learn from them.  I never realized before what a joy it is to work with great people.  Other great things about Netflix are high salary and free meals.","There isn't much of a career path.  If you want to be a manager or director, you might not have much success at Netflix.  I view Netflix as a place where people come to work during the day and then go home to their families at night.",Make the stock price go back up!
2044316,11891,10275176,,,,759,San Francisco,2280,CA,1,37252,Product Design,product designer,1.0,designer,1.0,2012-10-12 23:18:31.813,0,2011.0,4.0,,,,,,,,,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Great place to work 
lots of fun",There are when things get put into overdrive.,keep up the good work!
2062676,11891,2865129,MALE,1962.0,MASTERS,761,San Jose,2280,CA,1,54501,Vice President,manager,1.0,branch manager,1.0,2012-10-18 14:59:46.43,0,2009.0,5.0,4.0,5.0,4.0,4.0,5.0,YES,Same,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Walk the walk consistent with the well-articulated culture.
Very focused.
Clear, well-articulated strategy with very good execution against it.
Very transparent, both internally and externally.","A bit of a culture of fear articulated as ""the sniper in the building"" as some new hires and long-time employees are either bad fit or fail to grow, and are subsequently let go.  Culture emphasizes experimentation, which includes needed organizational experiments, and this type of experimentation also reinforces the fear.  Again, most of this well-articulated in culture deck, so no surprise.",Keep hiring and growing stars across all areas of the company.
2089359,11891,11393032,MALE,1980.0,BACHELORS,700,Portland,3163,OR,1,60285,Customer Service Supervisor,customer service manager,1.0,customer service,1.0,2012-10-27 23:40:06.14,0,2012.0,4.0,2.0,4.0,3.0,3.0,3.0,NO,Same,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Lots of room to make your own decisions and think on your feet,When the price change occurred it was a cluster bomb that went off. Then it was announced the company was splitting to two (one DVD and one Streaming) and then it was announced none of that was happening. All the while customers were up in arms over this and we in management were always finding things out at the same time customers were so we had no time to prep our staff. Some very hard months for moral with our staff. Lost a lot of trust with our employee base in terms of management to subordinate relations.,"Make sure your mid-level management knows anything key before the public gets it through the blogs, etc. They have to have time to prep their staff and gain buy-in to make a successful transition occur with company changes and/or snaffus."
2153150,11891,486992,MALE,1972.0,BACHELORS,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2012-11-21 19:41:59.723,1,,5.0,4.0,5.0,5.0,4.0,4.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Incredibly talented coworkers, opportunity to make a difference (your work is really seen in other parts of the company), very interesting area of work, top company in the world in its field, excellent compensation.","Very specific areas of work, it might be difficult to transition to other groups or do anything different if you are not a fit.",
2202578,11891,407535,MALE,1964.0,HIGH_SCHOOL,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2012-12-12 14:48:10.23,1,,5.0,5.0,5.0,5.0,5.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Hands down the best place I've ever worked. They treat you like an adult. You are allowed to determine your path at the company and given the freedom to do what you think is best. You are also awarded with above-market salaries.,People who need a lot of hand holding will not do well.,Keep doing what you are doing.
2203989,11891,136805,MALE,1979.0,BACHELORS,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2012-12-12 20:54:43.227,0,2012.0,1.0,1.0,3.0,1.0,1.0,1.0,NO,Worse,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,You're given independence and the ability to do your job how you see fit - some of the time.  Most of the time management runs around like a chicken with their collective head cut off and priorities constantly change.,"- The salaries are competitive, but not particularly high, despite what their so called slide deck proclaims.  Keep in mind that your stock purchase and ""bonus"" is included, so $160k at Google is the same as $210k at Netflix.

- Constant threats of firing, a culture of fear and throwing other employees under the bus to save your own skin.  The threats of firing lead to crunch and absurd stress levels.

- Employees aren't as intelligent as other high tech firms, they're hired more for the ability to play corporate politics than technical skill.

- To follow on the above, the average stay here seems to be about a year.  Understand that Netflix isn't an engineering company, it's an entertainment company and a fragile streaming infrastructure and clunky front end is built to consume that entertainment.  But content is king, not the technology, and it never will be.","I'd recommend working on technology a bit more.  With the continual turnover and exodus of engineers, the technology and products are a house of cards."
2240764,11891,8406008,,,,700,Portland,3163,OR,1,60210,Customer Service Representative,customer service representative,1.0,customer service,1.0,2012-12-31 16:12:08.16,1,,2.0,1.0,5.0,2.0,1.0,3.0,NO,Same,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Pay. $14/hr + benefits or ~$19/hr without benefits. (Not taking the $10,000 in benefits) Great employees.","Company is not transparent. Often customers will know a huge step taking by upper management before you do. Covering up or what I like to call lying to customers. This job will wear you down with customers, which is not the primary concern but middle management. No clear direction from supervisors they're just looking out for their jobs. One supervisor will differ from the other rapidly.",Please stop making this such a cut throat environment. When reps get it from customers and then you also tie our hands with middle management it makes us despondent and depressed. Most of the reps hate Netflix and stresses them out. Resort to drinking excessively and drugs as a solution to the stress the job implements.
2411952,11891,16036571,,,,761,San Jose,2280,CA,1,0,,,,,,2013-02-27 23:48:34.12,1,,4.0,4.0,5.0,4.0,5.0,4.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Fast-pace, great compensation, open communication",Chaotic at times and could use more structure,Freedom is great but don't forget the responsibility part
2448769,11891,472492,PREFER_NOT_TO_STATE,,,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2013-03-10 21:09:53.177,1,,5.0,3.0,5.0,4.0,3.0,5.0,YES,,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Brilliant co-workers, opportunities to have a direct impact, minimal nit-picking bureaucracy or corporate policies, dynamic energy as the company continually evolves.   Company does pretty well as removing doofuses and not hiring jerks.  For the saavy employee, you can move into some great opportunities as the company grows and adapts.  Upper management is very transparent (even when sometimes they don't make the best call -- e.g. Qwikster).","Dynamic environment does not work for a 'do my work and go home' employee or those who just want to show up and be told what to do.  Middle and lower management can be a crap shoot -- seek out a great boss (there's many at Netflix) and avoid the bad ones (unfortunately, Netflix has those too).   There is a level of 'playing the game' but not to an extent that I'd say is greater than anywhere else.  Corporate philosophy does not emphasize coaching (but does not ban it) -- so you need to seek out your own mentors or strengthen your team (if you're a lead) by figuring out career/skills grown on your own.",
2468160,11891,710612,,,,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2013-03-15 23:39:59.31,1,,2.0,2.0,3.0,1.0,3.0,1.0,NO,Same,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"* Best place if you just want to work with great technically capable folks.
* 15-20% higher pay but if you actually consider everything, it might not be that big of a deal. Check what will be in-hand salary after taxes because taxes also go high with salary.
* Somewhat transparent workplace but at times higher management takes ridiculous decisions like Quickster, what the hell....
* Reed gets thing right most of the time (except Quickster) and understand what he is doing.","* Worst place where all technically capable folks are also so heavy on political games within the team. Also it depends on which team you are part of. My general observation is, larger the team greater the politics being played within.
* IT IS LITERALLY TRUE THAT IT IS CULTURE OF FEAR, no matter how talented you are. I have seen ppl being walked out they were far more talented than other mediocre engineers surviving there for 3-4 years just because they lick the managers a*s and I have seen managers loving it being licked :)
* Few managers who came from Google or some other similar companies, think that they know everything in the world and act as if they rule the world but actually they are literally dumb a*s when it comes to real work.
* They claim it is all rockstar engineers and the fire who are not but I have seen ppl surviving for ages not even knowing what they did for all these years at Netflix and they are pure mediocre engineers.
* My advice to engineers would be if you are happy with the work what you are doing right now or with other offers in hand, don't fall for the salary trap, it is merely an illusion.","* Gets rid of all mediocre managers, directors and those stupid engineers.
* Change the culture of fear from its root because that creates so much politics inside. I have never seen such a political environment in my 10 yrs career."
2506562,11891,1512093,,,,761,San Jose,2280,CA,1,60210,Customer Service Representative,customer service representative,1.0,customer service,1.0,2013-03-27 15:46:05.123,0,2013.0,3.0,4.0,5.0,3.0,3.0,1.0,YES,Same,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"free food, and flexible scheduling is promoted, although in a call center, this schedule flexability is not really existent. Senior and Middle management try their best to be honest and forthcoming.
If you want something you can ask anyone and they can probably get it for you if you work for it.
Believe in promoting from within, and encouraging you.","truthfully, their open door policy on who's getting fired, or what changes are happening can be somewhat stressful at times. you don't feel a sense of job security. their feedback oriented management style just feels pressure-some. 

Netflix is a team. A sports team. an ambitious and cut throat team who will trade you off if they see you're not an asset any longer, rather than encourage you to move cross functionally.",
2517377,11891,18688383,MALE,1962.0,BACHELORS,700,Portland,3163,OR,1,60210,Customer Service Representative,customer service representative,1.0,customer service,1.0,2013-03-31 14:50:08.907,0,2011.0,1.0,1.0,4.0,3.0,3.0,2.0,NO,,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Good pay, decent benefits. At least it's not Cambodia",There are so many I don't know where to start.,"Treat your employees as assets, not like the doormats you wipe your boots on."
2539784,11891,18654486,FEMALE,1984.0,BACHELORS,218,Dallas,1347,TX,1,60210,Customer Service Representative,customer service representative,1.0,customer service,1.0,2013-04-07 21:57:37.563,0,2013.0,3.0,3.0,4.0,3.0,2.0,4.0,,Same,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Good pay, benefits, and relaxed atmosphere.","Customer service in general.  For some reason going into this I did not think it would be a typical customer service experience based on my own satisfaction with Netflix for the past 3 years.  It's pretty easy work, but so many people who called were lazy and/or arrogant jerks.  Some of them made me feel like I was an inch tall.  It was emotionally draining, especially for someone as sensitive as I am.  The pressure to meet the 0% DSAT also didn't help.  The survey asks about the company but it's answer is a reflection of the customer service and high DSATs effect job performance.  We're expected to convey a relaxed, friendly attitude and build a personal rapport with the customer, but with pressure of the DSAT it's hard not to make everything sound forced and phony because you want to really turn it on to try get a yes out of the person.  I'm an introvert so faking conversations and trying to think of chit-chat was hard for me. Do not take this job if you're sensitive and don't have strong conversational skills.  You must get to know the person. It is required.  I also wanted to add that the schedules and team leaders are constantly changing. It's extremely frustrating.",Change the survey question.
2723350,11891,20060958,MALE,1974.0,BACHELORS,761,San Jose,2280,CA,1,525653,Senior Manager Content Accounting,accounting manager,0.9110000133514404,accounting,0.9110000133514404,2013-06-10 15:18:42.877,1,,5.0,3.0,5.0,4.0,5.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"1) Great culture and people. 
2) Lots of freedom with appropriate level of responsibility. 
3) Pay top of market.
4) No vacation policy which adds to the freedom.
5) Love the business we're in and how we're changing an industry
6) No politics or at least not very noticeable
7) Again, great people!",1) No more ESPP offered,1) Bring back ESPP
2829006,11891,20596187,,,,761,San Jose,2280,CA,1,40730,Director,manager,1.0,branch manager,1.0,2013-07-17 00:50:45.263,1,,5.0,4.0,4.0,4.0,4.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Incredibly talented, smart, driven coworkers across every function of the organization. Unusually organized and efficiently run. Feel lucky if you get the opportunity to be part of such an amazing place and such an incredible time. It is rare.","New head of Talent is not the right person to be leading and shaping the culture of Netflix. There are many concerns echoed about her throughout the company and worries that with her at the helm, the sacred secret sauce will start to spoil.","Be critical throughout the leadership team in addition to the rest of the organization when it comes to A players. Also, it might be time to step back and reevaluate the way compensation is structured. Many folks have voiced being frustrated and dissatisfied in their roles but acknowledge they are paid higher than anywhere else so chose to stay."
2838570,11891,20526253,FEMALE,1989.0,HIGH_SCHOOL,700,Portland,3163,OR,1,60210,Customer Service Representative,customer service representative,1.0,customer service,1.0,2013-07-19 16:19:38.32,0,2013.0,1.0,1.0,4.0,1.0,3.0,1.0,NO,Worse,Disapprove,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"*Free netflix
*Nice facility that is kept up well
*Usual set work schedule 
*Pays a few dollars more than most places","During training they make you think that as long as you are taking feedback they give you then there is no worries about the score of the percentage of people that say ""no"" to the survey. In all reality though the survey rules everything. Even if you helped the person on the phone to the best of your abilities, we're super nice, educated them about the problem and they thought you were an awesome person by time you were done talking to the Customer is still going to say No to the survey if they are annoyed with how netflix works because the survey doesn't ask if the person on the phone helped you today? It asks are you satsified with your netflix experience. So, there was a lot of frustration where they had a lot of people listen to you and none of them could really tell you what you could have done better in that call to make the person say yes to the survey. So, they give you tips like start every call differently instead of opening the call the same way or saying the customer's name over and over to help them feel like they have a connection with you to say yes.",Stop focusing so much on if some one says no to the survey if you're not going to specifically ask if the representative helped the customer. I am sure they have fired a lot of good people due to the survey.
2909457,11891,318498,MALE,1983.0,MASTERS,761,San Jose,2280,CA,1,17959,Senior Software Engineer,software engineer,1.0,software engineer,1.0,2013-08-08 00:34:24.57,1,,2.0,1.0,4.0,3.0,1.0,2.0,NO,Same,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Fairly New Technology, Smart Talent, Free food and iphones. This place will certainly wow you in technology and some of the best talent, Good compensation.","lousy vacation policy(get real, no vacation policy - no vacation), very stressful work environment, little to no career opportunities if you are hired as an engineer, Chaos everywhere - High Turnover always affects your work one way or the other.","About time you should check your champion badge, it may have expired. Qwikster was a debacle. But the hiring cycle afterwards brought some worse incompetent middle management. Open door policy and summary dismissals might have worked for us in the past when we were a DVD business, but it definitely is hurting us - Bay is a very small place. Your talent is leaving(or about to leave), others are simply not interested in working with us. If you dont believe me, ask why recruiters always have to bring talent from outside silicon valley. Promote openness, talent and healthy work environment - not mediocre middle management's words. Please bring back the culture from 3 years ago."
2914358,11891,3017679,MALE,1985.0,BACHELORS,761,San Jose,2280,CA,1,53413,User Experience Designer,ux designer,1.0,front end engineer,1.0,2013-08-09 07:34:46.627,1,,5.0,5.0,5.0,4.0,5.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Best company culture I have ever seen. ""Freedom and Responsibility"" is their guiding phrase here and it is true. They expect you to do you job and give you the freedom to do it as you see fit. Have never felt more empowered as a designer.","Can get political in certain situations, but it is a large organization. Makes you grow to understand the business side of things.",
2938973,11891,18758986,FEMALE,1989.0,BACHELORS,0,,0,,1,0,,,,,,2013-08-15 15:53:56.143,0,2010.0,2.0,2.0,4.0,3.0,3.0,2.0,NO,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Good pay for the work, and benefits.",Average call center. Very high turnover,
2943153,11891,20968744,,,,0,,0,,1,0,,,,,,2013-08-16 15:01:59.747,1,,3.0,3.0,4.0,3.0,3.0,4.0,,,,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Friendly environment with many seasoned pros in the ranks.  Engineers and their designs are not subject to micro-management.  Very little policy or overhead.  Great compensation from a cash perspective.  Team orientation.,"While much of netflix is progressive, there's a lot of legacy software and practice you will have to deal with.  Beige cubes, plastic bottles and lunches paint a rather out-of-date office space approach.","Be more green: allow remote employees, open offices closer to population centers, stop all the plastic waste.  Force staff rotation particularly around troublesome technology."
2995251,11891,21114679,MALE,1981.0,BACHELORS,700,Portland,3163,OR,1,126998,CSR-1,inventory specialist,0.912999987602234,inventory specialist,0.912999987602234,2013-08-30 08:04:46.403,0,2011.0,3.0,3.0,3.0,2.0,2.0,2.0,NO,Better,No Opinion,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,Great stock options and free movies,They love firing people for things that aren't under the employees entire control and micromanage like a mofo,Chill out- its just movies
3085390,11891,21406610,,,,0,,0,,1,0,,,,,,2013-09-22 23:07:20.5,1,,5.0,5.0,5.0,5.0,5.0,5.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"Netflix offers amazing co-workers, an exciting business, and the opportunity to work on cool technology problems. Employees (and the community) can contribute to open source projects. The mature workforce focuses on working hard but goes home and recharges at night.","If you're looking for dinners served at the office, you won't find those at Netflix. I wasn't looking for those things, so I would consider this a pro!",
3127596,11891,15101966,,,,700,Portland,3163,OR,1,60180,Customer Service Manager,customer service manager,1.0,customer service,1.0,2013-10-02 11:26:18.783,0,2012.0,5.0,5.0,5.0,5.0,4.0,4.0,YES,Better,Approve,Netflix,NFLX,COMPANY_PUBLIC,4700,8830669000,Internet,Information Technology,"If you do your homework ahead of time you will know that it is not likely that you will retire from Netflix.  If you didn't do it before hand and decided to work for Netflix and were shocked at its fast pace and rapid change then shame on you.  The company is exactly what it advertises itself to be.  

I completely enjoyed the team I worked with and all of the challenges we faced.  It has almost been a year and I can honestly say it was a great experience and I miss the folks I got to work with.  Netflix has chosen a unique path in regards to customer service and is willing to take new and or different approaches.  It is a rewarding experience to generate an idea and have that idea implemented within the same day.  Not everything we tried worked but many of things we utilized did work and were very rewarding in there success.  If customer service is your chosen profession you can learn a lot from working with this company and gain insight into what would improve an industry that has chosen a path of mediocrity and failure.",Qwikster...that pretty much says it all.,"I genuinely enjoyed the direct and honest conversations I had with peers, HR, and my boss.  This is something unique in my experience and I would hate to see that change.  Keep the cereal, fruit, ppt decks, video games, ping pong, and coffee going the reps love that."
